model_type,fault_name,frequency,percentage
HD785-7,very high lbf cyl. exhaust temp,1194,6.24
HD785-7,high rbf cyl. exhaust temp,1166,6.1
HD785-7,high lbf cyl. exhaust temp,971,5.08
HD785-7,very high lbr cyl. exhaust temp,953,4.98
HD785-7,high lbr cyl. exhaust temp,814,4.26
HD785-7,exhaust temp. sensor lbf failure,658,3.44
HD785-7,exhaust temp. sensor rbf failure,625,3.27
HD785-7,exhaust temp. sensor rbr failure,522,2.73
HD785-7,high blowby pressure,408,2.13
HD785-7,exhaust temp. sensor lbr failure,255,1.33
HD785-7,body positioner sensor signal (high voltage),253,1.32
HD785-7,abnormality in suspension pressure sensor circuit (rr),249,1.3
HD785-7,neutral coast caution,243,1.27
HD785-7,shift lever input signal short circuit,200,1.05
HD785-7,engine overrun prevention system activated,168,0.88
HD785-7,blowby pres. sensor failure,153,0.8
HD785-7,neutral over speed caution,148,0.77
HD785-7,drop in engine oil level,140,0.73
HD785-7,manual retarder potentiometer & rvs abnormality,127,0.66
HD785-7,rail press. low error,91,0.48
HD785-7,abnormality in suspension pressure sensor circuit (rl),85,0.44
HD785-7,intake air temp. sensor high error,80,0.42
HD785-7,brake cooling oil overheat (rear),64,0.33
HD785-7,intake air temp. sensor low error,55,0.29
HD785-7,abnormality in steering angle potentiometer circuit,48,0.25
HD785-7,suspension pressure sensor (rr) (hot short),40,0.21
HD785-7,ecmv (t/c lock-up) malfunction,36,0.19
HD785-7,h clutch fill switch circuit disconnect,34,0.18
HD785-7,main pressure variable valve cancellation malfunction,34,0.18
HD785-7,pcv2 open error,34,0.18
HD785-7,rail press. very low error,32,0.17
HD785-7,2nd clutch fill switch circuit disconnect,31,0.16
HD785-7,drop in coolant level,30,0.16
HD785-7,3rd clutch slipping,27,0.14
HD785-7,alternator malfunction (r terminal: low voltage or abnormal),27,0.14
HD785-7,steering oil overheat,27,0.14
HD785-7,rail press. sensor high error,23,0.12
HD785-7,brake cooling oil overheat (front),22,0.12
HD785-7,front brake control valve malfunction,22,0.12
HD785-7,t/c oil overheat,20,0.1
HD785-7,vhms 5v source sys error,20,0.1
HD785-7,suspension pressure sensor (rl) (hot short),19,0.1
HD785-7,t/m oil filter clogged,17,0.09
HD785-7,1st clutch slipping,16,0.08
HD785-7,suspension pressure sensor (fl) (disconnect/short circuit),16,0.08
HD785-7,wheel speed sensor (rear right) disconnection,16,0.08
HD785-7,accumulator pressure sensor(front) malfunction,15,0.08
HD785-7,suspension pressure sensor (rr) (disconnect/short circuit),15,0.08
HD785-7,eng. backup speed sensor error,14,0.07
HD785-7,imv/pcv1 short error,14,0.07
HD785-7,kom-net communication failure,14,0.07
HD785-7,transmission lubrication variable valve short circuit,14,0.07
HD785-7,3rd clutch fill switch circuit disconnect,13,0.07
HD785-7,eng. ne and backup speed sensor error,13,0.07
HD785-7,l clutch fill switch circuit disconnect,13,0.07
HD785-7,2nd clutch slipping,12,0.06
HD785-7,abnormality in steering oil temp. sensor circuit,12,0.06
HD785-7,amount of oil change valve cancellation malfunction,12,0.06
HD785-7,both hoist lever potentiometer signal mismatch,12,0.06
HD785-7,communication error (monitor panel),12,0.06
HD785-7,wheel speed sensor (rear left) circuit malfunction,12,0.06
HD785-7,arsc system switch disconnection,11,0.06
HD785-7,4th clutch slipping,10,0.05
HD785-7,defective connection in monitor panel,10,0.05
HD785-7,1st clutch fill switch circuit disconnect,9,0.05
HD785-7,rear brake control valve malfunction,9,0.05
HD785-7,vhms 24v source sys error,9,0.05
HD785-7,wheel speed sensor (rear left) disconnection,9,0.05
HD785-7,abnormality in t/c input oil pressure sensor circuit,8,0.04
HD785-7,fuel tank level sensor circuit disconnection,8,0.04
HD785-7,parking brake dragging,8,0.04
HD785-7,suspension pressure sensor (rl) (disconnect/short circuit),8,0.04
HD785-7,transmission lubrication variable valve disconnect,8,0.04
HD785-7,communication error (engine),7,0.04
HD785-7,communication error (engine)(child),7,0.04
HD785-7,idle validation sw low error,7,0.04
HD785-7,throttle sensor low error,7,0.04
HD785-7,transmission lubrication variable valve malfunction,7,0.04
HD785-7,drop in retarder controller battery direct power source,6,0.03
HD785-7,engine oil press. low,6,0.03
HD785-7,ecmv (1st) malfunction,5,0.03
HD785-7,suspension pressure sensor (fr) (disconnect/short circuit),5,0.03
HD785-7,asr control valve (right) malfunction,4,0.02
HD785-7,charge air temp. sensor high error,4,0.02
HD785-7,drop in t/m controller solenoid power source,4,0.02
HD785-7,ecmv (4) fill sw short circuit,4,0.02
HD785-7,hoist epc output disconnection,4,0.02
HD785-7,hoist epc output malfunction,4,0.02
HD785-7,hoist lever potentiometer signal (high voltage),4,0.02
HD785-7,idle validation process error,4,0.02
HD785-7,imv/pcv1 open error,4,0.02
HD785-7,komnet datalink timeout error,4,0.02
HD785-7,oil press. sensor high error,4,0.02
HD785-7,suspension pressure sensor (fr) (hot short),4,0.02
HD785-7,t/m input shaft speed sensor circuit disconnection,4,0.02
HD785-7,t/m middle shaft speed sensor circuit disconnection,4,0.02
HD785-7,t/m output speed sensor disconnection,4,0.02
HD785-7,transmission lubrication variable valve cancellation malfunction,4,0.02
HD785-7,tm clutch disk abuse (front),3,0.02
HD785-7,abnormality in angle sensor circuit,2,0.01
HD785-7,abnormality in speed select switch circuit,2,0.01
HD785-7,abnormality in t/c oil temp. sensor circuit,2,0.01
HD785-7,asr control valve (left) malfunction,2,0.01
HD785-7,charge air press sensor low error,2,0.01
HD785-7,drop in t/m controller power source,2,0.01
HD785-7,ecmv (2nd) malfunction,2,0.01
HD785-7,ecmv (3rd) fill sw short circuit,2,0.01
HD785-7,ecmv (h) fill sw short circuit,2,0.01
HD785-7,eng. ne speed sensor error,2,0.01
HD785-7,gps module+malfunction,2,0.01
HD785-7,grid heater relay open error,2,0.01
HD785-7,hoist selector valve output (disconnect/short circuit),2,0.01
HD785-7,komtrax controller+malfunction,2,0.01
HD785-7,r clutch fill switch circuit disconnect,2,0.01
HD785-7,rail press. high error,2,0.01
HD785-7,sensor sup. 2 volt low error,2,0.01
HD785-7,t/c lock-up solenoid output signal disconnection,2,0.01
HD785-7,t/m ecmv (h) solenoid short circuit,2,0.01
HD785-7,t/m ecmv (l) solenoid short circuit,2,0.01
HD785-7,vhms connector mismatch,2,0.01
HD785-7,vhms source voltage error,2,0.01
HD785-7,4th clutch fill switch circuit disconnect,1,0.01
HD785-7,bcv malfunction,1,0.01
HD785-7,calibration code incompatibility,1,0.01
HD785-7,injector #10 (r/b #4) open/short error,1,0.01
HD785-7,injector #11 (r/b #5) open/short error,1,0.01
HD785-7,injector #12 (r/b #6) open/short error,1,0.01
HD785-7,rear brake oil temp. sensor (disconnect/short circuit),1,0.01
HD785-7,rear brake oil temp. sensor (short circuit),1,0.01
HD785-8R,engine exhaust temp sensor(fl)+short circut of power source line,16,15.69
HD785-8R,neutral coast caution+operation,16,15.69
HD785-8R,camera controller+controller inside failure,10,9.8
HD785-8R,camera5+open circuit,8,7.84
HD785-8R,engine exhaust temp sensor(rl)+short circut of power source line,8,7.84
HD785-8R,"komtrax plus,ethernet comm 2+communication error (compo line)",8,7.84
HD785-8R,"komtrax plus,system operating lamp+short circuit",8,7.84
HD785-8R,"komtrax plus,system operating lamp+open circuit",6,5.88
HD785-8R,front accumulator+low oil pressure,4,3.92
HD785-8R,front sus left oil pressure sensor+open circut or short circuit,4,3.92
HD785-8R,neutral over speed caution+operation,4,3.92
HD785-8R,fuel level sensor+open circuit,2,1.96
HD785-8R,imv/pcv1 open error,2,1.96
HD785-8R,"komtrax plus,ethernet comm 1+communication error (compo line)",2,1.96
HD785-8R,"komtrax plus,power source line+source voltage drop",2,1.96
HD785-8R,pcv2 open error,2,1.96
HM400-3R,neutral over speed caution+operation,546,12.87
HM400-3R,neutral coast caution+operation,422,9.94
HM400-3R,cac fan speed sensor+deterioration,250,5.89
HM400-3R,brake cooling oil(rear left)+overheat,236,5.56
HM400-3R,brake cooling oil(front)+overheat,196,4.62
HM400-3R,rear accumulator+low oil pressure,176,4.15
HM400-3R,front accumulator+low oil pressure,174,4.1
HM400-3R,rear sus (r) oil pressure sensor+open circut or short circuit,128,3.02
HM400-3R,high clutch fill switch+open circuit,124,2.92
HM400-3R,emergency steering pressure sensor1+input signal out of scope,90,2.12
HM400-3R,emergency steering pressure sensor2+input signal out of scope,84,1.98
HM400-3R,rear sus (l) oil pressure sensor+open circut or short circuit,84,1.98
HM400-3R,cac fan speed sensor+rotating speed signal doesnt match,80,1.89
HM400-3R,vessel body position sensor+input signal out of scope,80,1.89
HM400-3R,brake oil temperature sensor(2)+analog signal doesnt match,68,1.6
HM400-3R,engine oil+decrease in quantity,68,1.6
HM400-3R,air cleaner element+clogging,64,1.51
HM400-3R,fuel level sensor+open circuit,40,0.94
HM400-3R,wheel speed sensor (rear f left)+rotating speed signal doesnt match,40,0.94
HM400-3R,retarder pressure sensor (center r)+input signal out of scope,34,0.8
HM400-3R,wheel speed sensor (rear f right)+rotating speed signal doesnt match,34,0.8
HM400-3R,coolant+decrease in quantity,32,0.75
HM400-3R,s/t gear box oil+overheat,32,0.75
HM400-3R,vhms controller output sensor line2+out put voltage drop,32,0.75
HM400-3R,rear sus (l) oil pressure sensor+short circut of power source line,30,0.71
HM400-3R,1st clutch fill switch+open circuit,27,0.64
HM400-3R,body inclination sensor+input signal out of scope,26,0.61
HM400-3R,outer sensor+open circuit,26,0.61
HM400-3R,"wheel speed sensor (front, left)+rotating speed signal doesnt match",26,0.61
HM400-3R,h&b controller operating lamp+open circuit,24,0.57
HM400-3R,monitor cntrlr operating lamp+open circuit,24,0.57
HM400-3R,parking brake pressure sensor+input signal out of scope,24,0.57
HM400-3R,t/m controller operating lamp+open circuit,24,0.57
HM400-3R,front sus left oil pressure sensor+open circut or short circuit,22,0.52
HM400-3R,meter unit+communication error (compo line),22,0.52
HM400-3R,piston pump oil temp.sensor (low)+input signal out of scope,22,0.52
HM400-3R,refrigerant+input signal out of scope,22,0.52
HM400-3R,retarder pressure sensor (front l)+input signal out of scope,22,0.52
HM400-3R,alternator+defective charging,21,0.49
HM400-3R,hydraulic fan speed sensor+deterioration,20,0.47
HM400-3R,rail press low error,20,0.47
HM400-3R,retarder pressure sensor (center l)+input signal out of scope,20,0.47
HM400-3R,steering angle sensor+input signal out of scope,20,0.47
HM400-3R,"wheel speed sensor (front, right)+rotating speed signal doesnt match",20,0.47
HM400-3R,air mix damper+malfunction,18,0.42
HM400-3R,retarder pressure sensor (front r)+input signal out of scope,18,0.42
HM400-3R,steering oil temp. sensor+analog signal doesnt match,18,0.42
HM400-3R,tm shift lever+open circuit,18,0.42
HM400-3R,ventilating sensor+open circuit,18,0.42
HM400-3R,wheel speed sensor (rear f wheel)+rotating speed signal doesnt match,18,0.42
HM400-3R,ambient press sens low error,16,0.38
HM400-3R,front sus right oil pressure sensor+open circut or short circuit,16,0.38
HM400-3R,hydraulic fan speed sensor+open circuit,16,0.38
HM400-3R,personal code relay+open circut or short circuit,16,0.38
HM400-3R,h&b controller battery direct line+source voltage drop,14,0.33
HM400-3R,hydraulic fan speed sensor+rotating speed signal doesnt match,14,0.33
HM400-3R,inclination sensor+input signal out of scope,14,0.33
HM400-3R,reverse fan pump solenoid valve+open circut or short circuit,14,0.33
HM400-3R,steering pressure sensor+low oil pressure,14,0.33
HM400-3R,"t/m o/p shaft speed sensor, f wheel+rotating speed signal doesnt match",14,0.33
HM400-3R,tm shift controller+source voltage drop,14,0.33
HM400-3R,manual retarder potentiometer+inconsistency potentio & sw signals,12,0.28
HM400-3R,t/c oil+overheat,12,0.28
HM400-3R,emergency steering motor+impossible release,10,0.24
HM400-3R,front brake oil temperature sensor+analog signal doesnt match,10,0.24
HM400-3R,"low clutch ,fill switch+open circuit",10,0.24
HM400-3R,rear sus (r) oil pressure sensor+short circut of power source line,10,0.24
HM400-3R,t/c oil pressure sensor+input signal out of scope,10,0.24
HM400-3R,ventilation damper+malfunction,10,0.24
HM400-3R,2nd clutch fill switch+open circuit,9,0.21
HM400-3R,c/r eng cntrlr can communication 2+communication error (compo line),8,0.19
HM400-3R,cac fan speed sensor+open circuit,8,0.19
HM400-3R,ecmv tm inter axle diff lock clutch+defective function,8,0.19
HM400-3R,emergency steering motor+defective function,8,0.19
HM400-3R,front sus right oil pressure sensor+short circut of power source line,8,0.19
HM400-3R,h&b controller output power line+source voltage drop,8,0.19
HM400-3R,idle validation sw error,8,0.19
HM400-3R,imv/pcv1 open error,8,0.19
HM400-3R,komtrax operating lamp+open circuit,8,0.19
HM400-3R,rail press very low error,8,0.19
HM400-3R,retarder valve (center left)+open circuit,8,0.19
HM400-3R,retarder valve (center right)+defective function,8,0.19
HM400-3R,cac fan pump epc solenoid+short circuit,6,0.14
HM400-3R,cac fan reverse solenoid+open circut or short circuit,6,0.14
HM400-3R,monitor cntrlr battery direct line+source voltage drop,6,0.14
HM400-3R,plm sensor supply voltage+out put voltage drop,6,0.14
HM400-3R,rail press sensor high error,6,0.14
HM400-3R,rear view monitor+communication error (compo line),6,0.14
HM400-3R,retarder valve (center right)+open circuit,6,0.14
HM400-3R,retarder valve (front left)+defective function,6,0.14
HM400-3R,steering pressure sensor+input signal out of scope,6,0.14
HM400-3R,"t/m o/p shaft speed sensor, f wheel+open circuit",6,0.14
HM400-3R,tc oil temperature sensor+input signal out of scope,6,0.14
HM400-3R,ain flow selector valve sensor+input signal out of scope,4,0.09
HM400-3R,brake oil temperature sensor(2)+short circuit,4,0.09
HM400-3R,emergency steering motor 2+malfunction,4,0.09
HM400-3R,esc sps controller+malfunction,4,0.09
HM400-3R,f-accumulator oil pressure sensor+input signal out of scope,4,0.09
HM400-3R,inner sensor+open circuit,4,0.09
HM400-3R,komtrax gps antenna cable+open circuit,4,0.09
HM400-3R,parking brake interlock+open circuit,4,0.09
HM400-3R,r-accumulator oil pressure sensor+input signal out of scope,4,0.09
HM400-3R,retarder valve (front right)+defective function,4,0.09
HM400-3R,"t/m o/p shaft speed sensor, f wheel+operation",4,0.09
HM400-3R,tm shift controller+controller inside failure,4,0.09
HM400-3R,transmission oil filter+clogging,4,0.09
HM400-3R,wheel speed sensor (front wheel)+rotating speed signal doesnt match,4,0.09
HM400-3R,air controller can communication 2+communication error (compo line),3,0.07
HM400-3R,1st clutch solenoid valve+open circuit,2,0.05
HM400-3R,2nd clutch solenoid valve+open circuit,2,0.05
HM400-3R,3rd clutch solenoid valve+open circuit,2,0.05
HM400-3R,acceleration sensor+input signal out of scope,2,0.05
HM400-3R,"amount of oil change valve+command curency off, fill signal on",2,0.05
HM400-3R,"amount of oil change valve+command curency on, fill signal off",2,0.05
HM400-3R,c terminal signal+eng condition and signal not match,2,0.05
HM400-3R,cac output temperature sensor+input signal out of scope,2,0.05
HM400-3R,coolant+overheat,2,0.05
HM400-3R,"ecmv tm 1st clutch+command curency off, fill signal on",2,0.05
HM400-3R,ecmv tm 1st clutch+defective function,2,0.05
HM400-3R,"ecmv tm 2nd clutch+command curency off, fill signal on",2,0.05
HM400-3R,"ecmv tm 3rd clutch+command curency off, fill signal on",2,0.05
HM400-3R,"ecmv tm h-clutch+command curency off, fill signal on",2,0.05
HM400-3R,ecmv tm h-clutch+defective function,2,0.05
HM400-3R,"ecmv tm l-clutch+command curency off, fill signal on",2,0.05
HM400-3R,ecmv tm l-clutch+defective function,2,0.05
HM400-3R,"ecmv tm r-clutch+command curency off, fill signal on",2,0.05
HM400-3R,emergency steering motor+malfunction,2,0.05
HM400-3R,h clutch solenoid valve+open circuit,2,0.05
HM400-3R,hoist lever potentiometer(2)+analog signal doesnt match,2,0.05
HM400-3R,inj #4(l#4) open/short error,2,0.05
HM400-3R,inj #5(l#5) open/short error,2,0.05
HM400-3R,inj #6(l#6) open/short error,2,0.05
HM400-3R,l clutch solenoid valve+open circuit,2,0.05
HM400-3R,lock up solenoid valve+open circuit,2,0.05
HM400-3R,monitor cntrlr can communicaton 2+communication error (compo line),2,0.05
HM400-3R,parking brake solenoid valve+defective function,2,0.05
HM400-3R,parking brake solenoid valve+out of control,2,0.05
HM400-3R,plm controller can2+model select signal mismatch,2,0.05
HM400-3R,plm controller+source voltage drop,2,0.05
HM400-3R,r clutch solenoid valve+open circuit,2,0.05
HM400-3R,rail press high error,2,0.05
HM400-3R,retarder valve (center left)+defective function,2,0.05
HM400-3R,retarder valve (front left)+out of control,2,0.05
HM400-3R,retarder valve (front right)+open circuit,2,0.05
HM400-3R,t/c oil pressure sensor+eng condition and signal not match,2,0.05
HM400-3R,tm out put shaft speed sensor+rotating speed signal doesnt match,2,0.05
HM400-3R,tm shift lever+short circuit,2,0.05
HM400-3R,transmission 1st clutch+slip,2,0.05
HM400-3R,vhms controller (komnet) group+source voltage drop,2,0.05
HM400-3R,vhms controller can communication 2+communication error (compo line),2,0.05
PC1250-11R,"komtrax plus,ethernet comm 2+communication error (compo line)",310,10.92
PC1250-11R,hydraulic fan speed sensor+deterioration,206,7.26
PC1250-11R,hydraulic gear pump+eng condition and signal not match,170,5.99
PC1250-11R,camera4+open circuit,152,5.35
PC1250-11R,"komtrax plus,ethernet comm 1+communication error (compo line)",148,5.21
PC1250-11R,camera controller+controller inside failure,102,3.59
PC1250-11R,field-of-view check aux camera 2+open circuit,94,3.31
PC1250-11R,lock lever auto lock release switch+operation,92,3.24
PC1250-11R,f-o-v aux camera2 image reverse i/p+input signal out of scope,86,3.03
PC1250-11R,camera controller+miss operation or miss setting,84,2.96
PC1250-11R,f-o-v aux camera3 image reverse i/p+input signal out of scope,78,2.75
PC1250-11R,persistent data lost error,68,2.4
PC1250-11R,field-of-view check aux camera 3+open circuit,58,2.04
PC1250-11R,g/p controller operating lamp+open circuit,56,1.97
PC1250-11R,"komtrax plus,system operating lamp+open circuit",56,1.97
PC1250-11R,monitor cntrlr operating lamp+open circuit,56,1.97
PC1250-11R,power supply lamp+open circuit,54,1.9
PC1250-11R,field-of-view check camera 1+open circuit,52,1.83
PC1250-11R,field-of-view check aux camera 1+open circuit,48,1.69
PC1250-11R,rail press low error,44,1.55
PC1250-11R,hyd filter bypass valve sensor 2+clogging,30,1.06
PC1250-11R,rail press very low error,30,1.06
PC1250-11R,ventilation damper+malfunction,25,0.88
PC1250-11R,coolant+decrease in quantity,24,0.85
PC1250-11R,eng bkup speed sensor error,24,0.85
PC1250-11R,fan drive gear pump+eng condition and signal not match,24,0.85
PC1250-11R,hyd filter bypass valve sensor 1+clogging,24,0.85
PC1250-11R,outer sensor+open circuit,24,0.85
PC1250-11R,reverse fan pump solenoid valve+open circuit,24,0.85
PC1250-11R,grid htr relay volt low error,22,0.77
PC1250-11R,komtrax plus controller+malfunction,22,0.77
PC1250-11R,air mix damper+malfunction,18,0.63
PC1250-11R,front pump oil pressure sensor+defective function,18,0.63
PC1250-11R,back-up alarm buzzer+short circuit,16,0.56
PC1250-11R,fan drive gear pump+open circuit,16,0.56
PC1250-11R,monitor controller+miss operation or miss setting,16,0.56
PC1250-11R,rear pump oil pressure sensor+defective function,16,0.56
PC1250-11R,eng ne speed sensor error,14,0.49
PC1250-11R,engine exhaust gas(f)+overheat,14,0.49
PC1250-11R,boom down ppc pressure sensor+defective function,12,0.42
PC1250-11R,hyd pump 3 oil pressure sensor+defective function,12,0.42
PC1250-11R,ventilating sensor+open circuit,12,0.42
PC1250-11R,tvc solenoid valve+open circuit,11,0.39
PC1250-11R,c/r eng cntrlr can communication 2+communication error (compo line),10,0.35
PC1250-11R,hydraulic fan speed sensor+short circuit,10,0.35
PC1250-11R,pto case oil+overheat,10,0.35
PC1250-11R,refrigerant+input signal out of scope,10,0.35
PC1250-11R,throttle sensor low error,10,0.35
PC1250-11R,work equipment lever lock switch+open circuit,10,0.35
PC1250-11R,auto grease pressure sensor 2+defective function,8,0.28
PC1250-11R,auto grease pressure sensor+defective function,8,0.28
PC1250-11R,boom up ppc pressure sensor+defective function,8,0.28
PC1250-11R,camera controller output power 8v+short circuit,8,0.28
PC1250-11R,coolant temp sens high error,8,0.28
PC1250-11R,g/p controller output sensor line 1+out put voltage drop,8,0.28
PC1250-11R,grease lubrication system+low oil pressure,8,0.28
PC1250-11R,komtrax gps antenna cable+open circuit,8,0.28
PC1250-11R,ladder up solenoid+open circuit,8,0.28
PC1250-11R,step light relay+open circuit,8,0.28
PC1250-11R,arm dump ppc pressure sensor+defective function,6,0.21
PC1250-11R,arm in ppc pressure sensor+defective function,6,0.21
PC1250-11R,bucket curl ppc pressure sensor+defective function,6,0.21
PC1250-11R,bucket dump ppc pressure sensor+defective function,6,0.21
PC1250-11R,crankcase press sens low error,6,0.21
PC1250-11R,engine exhaust gas(f)+abnormal generation of heat,6,0.21
PC1250-11R,engine exhaust gas(r)+abnormal generation of heat,6,0.21
PC1250-11R,engine exhaust gas(r)+overheat,6,0.21
PC1250-11R,front pump oil pressure sensor+pressure high error,6,0.21
PC1250-11R,g/p controller output sensor line 2+out put voltage drop,6,0.21
PC1250-11R,hyd filter bypass valve sensor 1+open circuit,6,0.21
PC1250-11R,hyd filter bypass valve sensor 2+short circuit,6,0.21
PC1250-11R,monitor cntrlr can communicaton 2+communication error (compo line),6,0.21
PC1250-11R,swing left ppc pressure sensor+defective function,6,0.21
PC1250-11R,swing right ppc pressure sensor+defective function,6,0.21
PC1250-11R,travel ppc p.sensor;backward left+defective function,6,0.21
PC1250-11R,travel ppc p.sensor;backward right+defective function,6,0.21
PC1250-11R,travel ppc p.sensor;forward left+defective function,6,0.21
PC1250-11R,travel ppc p.sensor;forward right+defective function,6,0.21
PC1250-11R,ambient press sens high error,4,0.14
PC1250-11R,cen communication error,4,0.14
PC1250-11R,chg air press sensor high error,4,0.14
PC1250-11R,chg air temp sensor high error,4,0.14
PC1250-11R,coolant+servicing,4,0.14
PC1250-11R,crankcase press sens in range error,4,0.14
PC1250-11R,eng bkup speed sens phase error,4,0.14
PC1250-11R,eng oil press sensor high error,4,0.14
PC1250-11R,eng oil temp sensor high error,4,0.14
PC1250-11R,engine exhaust temperature sensor+short circuit,4,0.14
PC1250-11R,engine oil+decrease in quantity,4,0.14
PC1250-11R,fan pump epc solenoid valve+open circuit,4,0.14
PC1250-11R,g/p controller can communication+communication error (compo line),4,0.14
PC1250-11R,hydraulic fan speed sensor+open circuit,4,0.14
PC1250-11R,inj #5(l#5) open/short error,4,0.14
PC1250-11R,inner sensor+open circuit,4,0.14
PC1250-11R,"komtrax plus,can communication 2+communication error (compo line)",4,0.14
PC1250-11R,outer sensor+short circuit,4,0.14
PC1250-11R,ppc lock relay+short circuit,4,0.14
PC1250-11R,rail press sensor high error,4,0.14
PC1250-11R,rail press sensor low error,4,0.14
PC1250-11R,throttle sensor high error,4,0.14
PC1250-11R,wiper motor 2+defective function,4,0.14
PC1250-11R,ambient press sens low error,2,0.07
PC1250-11R,c/r eng cntrlr can communication+communication error (compo line),2,0.07
PC1250-11R,coolant+overheat,2,0.07
PC1250-11R,eng exhaust temperature sensor(f)+short circuit,2,0.07
PC1250-11R,g/p controller operating lamp+short circuit,2,0.07
PC1250-11R,hydraulic gear pump+open circuit,2,0.07
PC1250-11R,hydraulic gear pump+short circuit,2,0.07
PC1250-11R,inj #3(l#3) open/short error,2,0.07
PC1250-11R,inj #4(l#4) open/short error,2,0.07
PC1250-11R,inj #6(l#6) open/short error,2,0.07
PC1250-11R,"komtrax plus,power source line+source voltage drop",2,0.07
PC1250-11R,pcv2 short error,2,0.07
PC1250-11R,rail press sens sup volt low error,2,0.07
PC1250-11R,swing reducing tvc solenoid valve+open circuit,2,0.07
PC1250-11R,travel neutral solenoid valve+open circuit,2,0.07
PC1250-11R,air cleaner element+clogging,1,0.04
PC1250-8,high blowby pressure,81,17.65
PC1250-8,blowby pres. sensor failure,53,11.55
PC1250-8,f pump press sensor abnormality,50,10.89
PC1250-8,high relief press f pump,35,7.63
PC1250-8,abnomal fan.gear pump press,33,7.19
PC1250-8,r pump press sensor abnormality,30,6.54
PC1250-8,abnomal cnt.gear pump press,25,5.45
PC1250-8,high r cyl. exhaust temp.1,24,5.23
PC1250-8,high r cyl. exhaust temp.2,20,4.36
PC1250-8,high f cyl. exhaust temp.2,19,4.14
PC1250-8,fan pump pre.sens failure,15,3.27
PC1250-8,high f cyl. exhaust temp.1,15,3.27
PC1250-8,high relief press pump swing,11,2.4
PC1250-8,high relief press r pump,11,2.4
PC1250-8,swing pre.sens failure,11,2.4
PC1250-8,f exhaust temp. sensor failure,6,1.31
PC1250-8,5v sensor1 power abnormality,3,0.65
PC1250-8,can discon (pump con detected),2,0.44
PC1250-8,eng ne speed sensor error,2,0.44
PC1250-8,eng. oil level low,2,0.44
PC1250-8,engine speed sensor abnormality,2,0.44
PC1250-8,kom-net/c error,2,0.44
PC1250-8,r exhaust temp. sensor failure,2,0.44
PC1250-8,rail press sensor high error,2,0.44
PC1250-8,swing brake sol open circuit,2,0.44
PC1250-8,tvc sol. open circuit,1,0.22
PC130F-7,engine speed sensor+defective function,868,16.78
PC130F-7,komtrax gps antenna cable+open circuit,714,13.8
PC130F-7,feedback potentiometer+open circut or short circuit,450,8.7
PC130F-7,governor motor+out of control,316,6.11
PC130F-7,front pump oil pressure sensor+defective function,246,4.75
PC130F-7,ls control epc solenoid valve+open circuit,244,4.72
PC130F-7,2-stage relief solenoid valve+open circuit,230,4.45
PC130F-7,wiper motor+open circuit,214,4.14
PC130F-7,tvc solenoid valve+open circuit,209,4.04
PC130F-7,air cleaner element+clogging,202,3.9
PC130F-7,governor motor+open circuit,200,3.87
PC130F-7,swing brake solenoid valve+open circuit,176,3.4
PC130F-7,ls control epc solenoid valve+short circuit,166,3.21
PC130F-7,battery relay+short circuit,136,2.63
PC130F-7,2-stage relief solenoid valve+short circuit,134,2.59
PC130F-7,throttle lever angle sensor+open circut or short circuit,80,1.55
PC130F-7,coolant+overheat,74,1.43
PC130F-7,tvc solenoid valve+short circuit,60,1.16
PC130F-7,g/p controller s-net communication+model select signal mismatch,58,1.12
PC130F-7,rear pump oil pressure sensor+defective function,58,1.12
PC130F-7,governor motor+short circuit,52,1.01
PC130F-7,wiper motor+defective function,48,0.93
PC130F-7,pump merger-divider solenoid valve+open circuit,42,0.81
PC130F-7,over load warning sensor+defective function,36,0.7
PC130F-7,g/p controller output sensor line 1+out put voltage drop,34,0.66
PC130F-7,swing brake solenoid valve+short circuit,34,0.66
PC130F-7,travel neutral solenoid valve+open circuit,22,0.43
PC130F-7,travel speed solenoid valve+short circuit,19,0.37
PC130F-7,travel speed solenoid valve+open circuit,18,0.35
PC130F-7,g/p controller s-net communication+open circuit,16,0.31
PC130F-7,arm angle sensor+open circuit,2,0.04
PC130F-7,attachment select relay+open circuit,2,0.04
PC130F-7,boom angle sensor+open circuit,2,0.04
PC130F-7,bottom oil pressure sensor+input signal out of scope,2,0.04
PC130F-7,bucket dump prohibit solenoid relay+open circuit,2,0.04
PC130F-7,engine assy+engine low idle speed too high,2,0.04
PC130F-7,engine assy+engine over running,2,0.04
PC130F-7,rod oil pressure sensor+input signal out of scope,2,0.04
PC130F-7,wiper motor (clockwise)+short circuit,2,0.04
PC135F-10M0,engine oil+decrease in quantity,654,9.03
PC135F-10M0,eng.blow-by pressure+pressure high error,578,7.98
PC135F-10M0,eng oil press sw error,446,6.16
PC135F-10M0,air cleaner element+clogging,411,5.67
PC135F-10M0,rail press low error,362,5.0
PC135F-10M0,hyd filter bypass valve sensor 1+defective function,292,4.03
PC135F-10M0,coolant+decrease in quantity,282,3.89
PC135F-10M0,hyd filter bypass valve sensor 1+clogging,256,3.53
PC135F-10M0,hydraulic oil temperature sensor+open circuit,242,3.34
PC135F-10M0,wiper motor+defective function,232,3.2
PC135F-10M0,rail press very low error,222,3.06
PC135F-10M0,air cleaner clogging sensor(1)+open circuit,207,2.86
